Username,Review Date,Visit Date,Business,Review Title,Review Text,Rating
nikolav738,"September 29, 2018",September 2018,Faidimos,Great food,"Great familiy restoran with fantastic and delicious food hand made, our favorite dish was musaka that was one of the greates that i ever try in my life. We follow tripadviser guide and we didnt make mistake for our choise of this restoran from whole...More",5.0
dan b,"September 24, 2018",September 2018,Faidimos,Good greek food,The food is good made with fresh ingredients. Enjoyable dinner and decent prices. Good service. Nothing that you cannot find in other many restaurants in the area,4.0
Serena S,"September 22, 2018",September 2018,Faidimos,Great traditional dishes!,A beautiful and tidy restaurant with a lovely terrace just few minutes away from the main square. We really enjoyed lunch : a great moussaka and a tasty tradinal pye with cheese and beef.,5.0
p_rjohanf,"September 21, 2018",September 2018,Faidimos,Great!!,"Delicious food, great service and great coffee! An overall awesome experience, and I’ll recommend this place to anyone who enjoys well cooked food!",5.0
Lydia P,"September 18, 2018",September 2018,Faidimos,Excellent food!,"I ate pan fried chicken with yogurt and peppermint and “Faidra” salad. Exceptional food, cozy decoration, friendly staff, polite owners! The offered me free chocolate dessert!",5.0
andreic101,"September 4, 2018",September 2018,Faidimos,late night eats :),"the pros:

1. Owner was nice to us and greeted us before we entered the restaurant.
2. The waitress was constantly smiling and wery attentive.
3. Owner recommended the mousaka which was freshly made and the best i've ever had. He also recommended a new dish for us that was not on the menu. Delicious tender pork meat!
4. Desert on the house which this year in Greece was the first time.

The cons:

None :)

Overall experience was amazing.
Would deffinetley recommend.
Dont miss it!",5.0
584gradient,"August 31, 2018",August 2018,Faidimos,Interesting!,"This restaurant has some very interesting dishes, to say the least. Its main courses are fusion styled and everything that was ordered was well prepared and brought fast to the table. Would definetly come again.",5.0
Truls C,"August 28, 2018",August 2018,Faidimos,Best food experience in Thessaloníki,"Fantastic greek food, great price and friendly straff! Very cosy backyard. Do not miss! Hope to come here soon again :)",5.0
martindupre,"August 24, 2018",August 2018,Faidimos,A highlight of our greek vacation,"Superb food, reasonably priced, very friendly owner and staff! Small family-owned restaurant. The dishes available are on display in food warmers right there at the storefront. The owner proudly explained them to us, and took our orders completely by memory. When I asked if they...More",5.0
yonig607,"August 1, 2018",July 2018,Faidimos,the best restautant in Saloniki.,we were a party of six people and we all enjoyed the wonderful food they serve.this is a traditonal greek cuisine with a modern twist.it was so tasty so elegant.the owners are very nice.and very patient.they explaned every dish.we ate in several reastaurant in Saloniki...More,5.0
Thanos A,"July 16, 2018",July 2018,Faidimos,A gastronomy experience,"""Fidimos"" is one of those restaurants which know how to cope with your requirements and demands, althought you can not caught sight of it easily. The restaurant is located in the center of the city and you could reach it via bus or on foot....More",5.0
IK269,"July 11, 2018",July 2018,Faidimos,Delighted,We were treated like true guests by very friendly managers and staff. Welcomed us just at kitchen closing time (just arrived in the city). All the food we ordered was amazing and we got offered some exquisite dessert. Thank you!,5.0
825PaulK,"July 4, 2018",July 2018,Faidimos,Wonderful meal - nice service!,"We just had a wonderful meal - everything was delicious! Make sure you get the ""Entrecote"" (Beef with honey sauce, fig, prunes & purée) it was amazing!!",5.0
Big A,"June 25, 2018",June 2018,Faidimos,Like here NoWhere,"Excellent , fantastic and delicious menu , helpful and smiling owners! Best place on North Greece for food. Best choice for tasted Vacations! Lovely every mouthful of superb food and also great drinks !! Choose a bottle of Greek Wines! Like this place on Thessaloniki.....More",5.0
Roger N,"June 18, 2018",June 2018,Faidimos,Great Meal!,"Very good menu with a twist . Helpful owners , loved every mouthful of superb food and also great house wines !!",5.0
Y747,"June 18, 2018",June 2018,Faidimos,Excellent,"Excellent restaurant, everything that was ordered was very tasty, served nicely, and the dishes are relatively large, the kebab is excellent, the ribs are excellent, and I can not say a single dish, medium, everything is excellent and excellent service, very recommended",5.0
Sim0nMcC,"June 16, 2018",June 2018,Faidimos,"Brilliant, loved it!","This was a short 10min walk from our hotel and following the great reviews on TA decided to give it a go, and very happy I was about it! I thought the food was excellent, really tasty and well presented. My son had a steak...More",5.0
156raananm,"June 5, 2018",June 2018,Faidimos,Excellent place!,"Not expensive, great food, excellent service! The owner was very kind and helpful. The food was amazing, very creative and interesting!",5.0
Opadon2018,"June 2, 2018",June 2018,Faidimos,Fantastic evening,Had a great evening last night. First time at this restaurant and everything we expected after reading TA reviews. Easy to find and in a location away from the city noise. Owner and staff very pleasant and the food was devine. We will visit again before our holiday ends next week.,5.0
Gyula_Attila,"May 23, 2018",May 2018,Faidimos,A real Thessaloniki treasure!,"If you want to try Greek food with a little twist, friendly service and affordable prices this is the place to go! A little off the main track, but absolutely worth the short walk. The entracote with a figue and prunes souce is divine! We...More",5.0
johannaz972,"May 9, 2018",May 2018,Faidimos,Lovely and cosy dinner,Enjoyed a dinner in the lovely patio upstairs. Dinner was well cooked with lots of flavor. Decent prices.,4.0
christinakotz,"May 8, 2018",May 2018,Faidimos,Best restaurant for greek food with a twist,"I ate there twice while i was in Thessaloniki. The food is wonderful, the portions are big and the ingredients really fresh. I couldn't finish my salad. What i paid was very little for what i got. Centainly value for money. The environment is pleasant...More",5.0
CanadaAmanda83,"May 4, 2018",May 2018,Faidimos,Our favourite spot in Thessaloniki,My husband and I loved Dias Xoipos so much we came back a second time. The pomegranate salad and souvlaki is amazing (see pic) but it was the service we loved. Dimitrios was so lovely and made great recommendations for things for us to see...More,5.0
ozdar,"April 5, 2018",April 2018,Faidimos,The best place we have eaten,Wonderful service with an amazing food. The best meal we had in our vacation. If u are in Thessaloniki u must eat here! Also the restaurant is located in a very beautiful part of Thessaloniki.,5.0
konstantina31,"March 4, 2018",March 2018,Faidimos,Nice and tasty,"Nice and tasty food. It seemed very clean, in the city centre close to Thessaloniki’s nightlife. Perfect for couples and small group of people. There is also an interesting patio for the warm days.",4.0
nassi34,"February 25, 2018",February 2018,Faidimos,Wonderful place !!!,"Amazing place and really good restaurant ! The owners are both friendly and welxoming persons, I was alone and on a peofessional trip to Thessalonik, I wanted tovtaste this place thant ranked best choice in this beautiful city....I have ro say that it merits much...More",5.0
garken,"February 21, 2018",February 2018,Faidimos,What a find....,Not far from the hotel we were staying in but in a sidestreet so could be difficult to find. I'm glad we found it as the food was wonderful and so inexpensive. The joint owners Dimitri and Phaedra were great hosts and talked with us...More,5.0
silly_sausage_3000,"February 18, 2018",February 2018,Faidimos,"Tasty food, good prices, friendly staff","Tasty food, good prices, friendly staff. Nice atmosphere and some interesting drinks options/beers. Service could have been faster, but otherwise very good.",4.0
986aaaa,"February 10, 2018",February 2018,Faidimos,Delicious food!!,The best papardelle that i ever eat! Cozy admosfere..we had perfect lunch.tasty feta with tomato..spicy salad everything was delicious.cand wait to comeback,5.0
BrigittaS148,"February 3, 2018",February 2018,Faidimos,The Mediterranean sunshine ☀,"Due to the nice reviews here, we have chosen this restaurant with my flatmates as the next step of our journey in Greek cuisine - and we were completely satisfied. The place itself is very stylish, cozy - the interior imitates the facades of Mediterranean...More",5.0
giannis180,"February 1, 2018",January 2018,Faidimos,Nice little place,"Traditional taverna style , homemade Greek cuisine , friendly environment and very low prices I would recommend that place .",5.0
Sartzetakis E,"December 31, 2017",December 2017,Faidimos,An interesting and pleasent find,"A cosy spot with good food. Nice environment wich is non-smoker-friendly, perfect for families. The service is also adequate.",4.0
elenaharizanova,"December 18, 2017",December 2017,Faidimos,Amazing!,We were for one night in Thessaloniki Dinner in the restaurant was fantastic. The service was like in a 5 star restaurant!,5.0
Yiannis P,"December 16, 2017",December 2017,Faidimos,Awesome restaurant,We visited this restaurant with a friend and we are so satisfied with our choice. We ordered beef steaks and a salad. Both were tasty and high quality plates. We will definitely come back!,5.0
Carole H,"November 8, 2017",November 2017,Faidimos,"Tasty food, great decor ,good service","Went here on recommendation and wasn’t disappointed. Had Tsatziki starter eaten with with tasty sourdough bread others had mushrooms and Greek salad all really good. Main courses were chicken ,pork , ribs , and steak all of which were beautifully cooked . They were served with chips which looked like crinkle cut crisps. These weren’t so great .
A litre carafe of red wine for 9.90 was real quality .With drinks all this cost about £20 a head very good value .",5.0
Juliyg,"November 4, 2017",September 2017,Faidimos,Spent a month in Thessaloniki ... 100% recommend this place!,"My husband and I, spent a month in Thessaloniki and the food here is absolutely one of the freshest and most delish in town!! Their dishes are completely homemade and are the perfect combination between the most amazing greek flavors and beauty, each dish here...More",5.0
Ronen99,"October 21, 2017",October 2017,Faidimos,Great food in a great atmosphere,Very nice decor and very good service. The Musaka was great and so was a salad with cheese and fruit. The atmosphere was very nice and homey. We even had a chocolate mouse on the house. Good value for money.,5.0
Joachim L,"October 20, 2017",October 2017,Faidimos,Manager,We went back to this restaurant because it was just the best in Thessaloniki. Their food and white wine on caraff is best.,5.0
AleksandarToronto353,"August 5, 2017",July 2017,Faidimos,Creative Dishes in Great Atmoshere,"Food was tasty and creative. Portions were generous. Service was excellent. We got to meet owners and have a long and pleasant conversation. A restaurant is uniquely decorated with lots of taste and imagination. We had Dia Xoiros salad, Grilled feta cheese with hot spicy...More",5.0
savvasdanny,"August 4, 2017",July 2017,Faidimos,Excellent gourmet food in a cozy place,This restaurant is marvelous with wonderful gourmet plates Very delicious selections with details Very nice and fast service The owners are very friendly and helpful with the customers The chef is very professional and makes great delicious plates. Great place for all family.,5.0
brownsn68,"August 2, 2017",August 2017,Faidimos,One of my favorites in town,"We were introduced to the restaurant by a friend and kept going back. They have a lovely spot on the roof to eat, but the inside is also lovely. The food is delicious and we were always pleased. They treated us like family and we...More",5.0
Tal B,"July 3, 2017",July 2017,Faidimos,The best a family can get,It was so good that we just had to return back on our last night in Greece. The food is extraordinary. We ate Musaka that was the best we ever had ( and we are familiar with that dish). The burgers came with a Greek...More,5.0
Laurbeetle,"June 30, 2017",July 2017,Faidimos,Lovely food,"Charming bistro with really tasty food. We ate a delicious salad with beetroot, fava beans, a pork kebab plus a pork and beef stew. All the food was great, but the stew was exceptional! A lovely evening.",5.0
MilicaK_BG,"June 20, 2017",June 2017,Faidimos,Great lunch at Dia Xoiros,"Went there because of the reviews and I have to say we were very please. First of all, very nice and quiet balcony. Although it is 5 minutes from the main square it is still very peaceful. The service was pretty fast, the waiter was...More",5.0
Leon M,"May 29, 2017",May 2017,Faidimos,"Good meal, average price","My wife and I went for lunch in early May. Got there shortly after they opened for the day and were the first customers; only a couple of others by the time we left. We had only a couple of dishes, which were quite good...More",4.0
Sherinb56,"May 5, 2017",May 2017,Faidimos,Best dinner can anyone get in the whole Greece,One of the best restaurants I ever met... The beautiful lady and the nice guy who served us were simply amazing.. About the food it was fantastic and very delicious.. Feta cheese with hot tomato sauce was super together with their garlic bread and a...More,5.0
503dr,"April 21, 2017",April 2017,Faidimos,Very Tasty,"Very friendly atmosphere, good wine, good food, good prices. We had a very good family night out here. Everything we ordered was delicious, including the house wine. The name means made by hand. Really enjoyed it.",4.0
438manum,"December 30, 2016",December 2016,Faidimos,Good effort but not enough,Having just visited the place with a couple of friends would dare to say that we were slightly dissapointed in comparison to the very high scores in the previous comments. The tastes were not strong enough but rather bland. The kavroumas with the fried eggs were the best of the dishes. The service was good though and the wine was really tasty. There is plenty of room for improvement and hope they will improve their recipes. Too expensive in comparison to the product on offer!,3.0
paulof277,"November 13, 2016",November 2016,Faidimos,Very strong restaurant for its price range,"This is a restaurant that offers a simple menu, and if not for the grat level of service, the live music, the well presented dished and very clean and beautiful deco, it would be correctly priced. I thing that if they start offering a slightly...More",5.0
Lino R,"October 22, 2016",October 2016,Faidimos,Amazing place in Thessaloniki,"Due to my job I tend to travel around the world a lot and, although this is the first time I write a review I've been using Tripadvisor for ages now. Dia Xoiros is one of the best places I've been; the food is really...More",5.0
Nimrod J,"October 19, 2016",October 2016,Faidimos,excellent food and great people lovely decour,"Looking for good food and something close to our hotel on our last night through Trip Advisor's reviews I choose Dia Xoiros. Off the main street we came in the ""in between"" time 18:00 and had the place to ourselves. They do lunch for the...More",5.0
313JohnK,"October 17, 2016",October 2016,Faidimos,Just as others have said here,"On our last evening in Thessaloniki, we decided to go to Dia Xoiros based on the reviews on Tripadvisor. It was a great choice. The place has a warm, comfortable atmosphere and located in the middle of many cool places. The chicken, pork, and vegetable...More",5.0
Folpo_88,"October 6, 2016",October 2016,Faidimos,"Great food, great atmosphere","Dia Xoiros is a perfect example of the Thessaloniki's soul: warm, friendly and familiar. The food is fresh and magically cooked by a great chef. If you visit Thessaloniki, it's a must!",5.0
stamatis t,"September 7, 2016",September 2016,Faidimos,Excellent!!!!,My friends and I are going very often because the food is excellent!!! There are many plates that I like a lot but the most favorite are the kavourmas the French potatoes and the Tigania of pork. At the end they offer us always special...More,5.0
jimizzle,"July 31, 2016",July 2016,Faidimos,"Great food, atmosphere and service",I visited Dia Xoiros with a group of dentists who were volunteering in the refugee camps in July 2016. The restaurant offers tasty traditional Greek dishes at reasonable prices. It has a really nice outdoor seating area where you should definitely try to find a...More,5.0
Con A,"July 26, 2016",July 2016,Faidimos,Almost impeccable,11 out of 12 dishes were excellent. The 12th was also good. We especially liked the red semi sweet wine (can't remember name). Prices were very reasonable.,5.0
Tatiana S,"July 20, 2016",July 2016,Faidimos,Good,Good Greece cuisine. Nice design. Very cozy with nice terrace. The price is reasonable. The staff is very attentive.,5.0
872mihaim,"July 20, 2016",July 2016,Faidimos,"Hope this is not the ""best restaurant"", tripadvisor","We've tried this restaurant because we were pretty close to it and is ranked number one in TripAdvisor. The food was good, portions very generous. We had veel ""entrocote"" and house salad. The prices are decent. The design of the place is nice, mediterrenean style....More",4.0
Tobias T,"July 19, 2016",July 2016,Faidimos,Fantastic Food and a very charming backyard,"We ordered two startes, Haloumi Cheese and Eggplant filled with feta and greens, It was the best Haloumi cheese I have ever had. For main we had a lovely salad and the beef sliced to perfection. With beer and water we ended up spending 30€....More",5.0
Peter T,"July 15, 2016",July 2016,Faidimos,We had a wonderful meal,"This restaurant is sublime and being off the tourist track, near the Law Courts, is in an ideal place to enjoy the excellent food. The atmosphere is so friendly and warm my wife and I rate this as one of the best restaurants there is.........it's...More",5.0
cosmini46,"July 13, 2016",July 2016,Faidimos,Great!,Very tasty traditional greek food! You earned my first review on TripAdvisor! Great wine also! You deserve to be number One!,5.0
Ralu2611,"July 12, 2016",July 2016,Faidimos,Best salad ever!,"On our way to Zakynthos we stopped for one night in Thessaloniki. Being the best rated restaurant in the city, we knee straight away we had to try it! The hostess, a lady and her son were amazing, cracking jokes with us, making us feel...More",5.0
Mark C,"July 7, 2016",July 2016,Faidimos,Wonderful dinner last night,"Hosted by 2 lovely and lively owners, this restaurant experience was simply wonderful. The outdoor balcony setting was certainly interesting if you don't look up at the old facade of the existing building but that's so fine when considering the delicious cuisine and intense discussion on the state of affairs in Europe today.

Go there Go fast Go soon",5.0
srwally2014,"June 28, 2016",June 2016,Faidimos,"Fabulous food, but small menu, especially if you are not a meat eater","Finally found this place on our last day after searching for the previous two. Doesn't open until 1330hrs, so went for a 2 o'clock lunch. We were the only ones in there. Clearly Thessaloniki doesn't come alive until late in the day! Menu was small,...More",4.0
miroslavmicic,"June 11, 2016",May 2016,Faidimos,One of the best meals I ever had,"I had dinner with my wife, and I have to say that they blow our minds with their meals. Pork with honey (their specialty) is something that can not be described, it has to be tasted. They do magic with food. We will certainly be...More",5.0
PYTS,"June 3, 2016",May 2016,Faidimos,Indeed the besst!,"We were greet by the lady owner who patiently explained some of their signature dishes to us. The pork dishes were really good, a complimentary dessert was offered to us. We wanted to go again on the next day, but it was closed for lunch,...More",5.0
832LarsB,"April 16, 2016",April 2016,Faidimos,Good food and value 3 1/2 *,Had a meat dish with sweet sauce that was ok. In general price are very reasonable and I'm sure You can have a nice evening with good food for a cheap price - if You are not fussed about wines like me. The restaurant only...More,3.0
Audrey C,"April 7, 2016",April 2016,Faidimos,Perfect place to go,It was our first night in Thessaloniki and it was perfect in that place : a very nice guy who served us very good local food ! The place is very pretty and the price very low ! Thank you very much for this good...More,5.0
emiyahe,"March 5, 2016",March 2016,Faidimos,Great food,"We started off with just one portion of zucchini, eggplant, halloumi, and a salad. But the halloumi and the zucchini fritters were so delicious we ordered 2 more portions. We also had grappa and the hosts offered us lazy cake. Delicious.",5.0
Mangiapasta727,"February 18, 2016",February 2016,Faidimos,Marvelous Meal,"Dia Xoiros provides exceptional food, fresh ingredients, and a charming atmosphere in one of Thessaloniki's more lively neighborhoods. Traditional Greek dishes are prepared with a light touch by the chef, providing a ""foodie"" worthy experience. Make it here during your trip to Thessaloniki and you...More",5.0
Jarosław D,"January 17, 2016",December 2015,Faidimos,Simply nice place with good food,"If you are in Thessaloniki and you look for a place to dine out, a place where they serve delicious food at a reasonable price in a friendly atmosphere and where you feel really welcome – just go there! We dined in Dia Xoiros on...More",5.0
Thalia V,"January 7, 2016",January 2016,Faidimos,Don't miss it!!!!!,"Congratulations!!!! One of the best places in the center of the town. BE THERE! Excellent food, cosy atmosphere!",5.0
Vasiliki I,"January 5, 2016",January 2016,Faidimos,Lack of professionalism in time of serving,I am amazed with all these people praising this place! The food is OK but excuses are all over the place. We have been told that there weren't enough specific plates for our party and then we had to wait a ridiculous amount of time...More,3.0
BrandonI936,"December 29, 2015",December 2015,Faidimos,Amazing flood and hospitality,"I dined at this restaurant while vacationing in Thessaloniki around Christmas. The owners/chefs were amazingly gracious. Not knowing how to speak Greek, they offered me many different varieties of food for my and my partner to try. It was all really delicious and all authentically...More",5.0
HelenReist1987,"July 30, 2020",July 2020,Faidimos,Just wonderful after a long day through Thessaloniki!,The hospitality and food was fantastic and family like! I was here two years ago and returned yesterday! Still stunning and I would recommend it to anyone!,5.0
Juan Mario L,"May 31, 2019",May 2019,Faidimos,A really friendship welcome for a non so good food,"Its hard when you go to the ""second recommended"" restaurant in Tessalonika and find an excelent welcome from the owners followed by a very mediocre food with non so cheap prices. The portion are big but quality of the food is not best one. We...More",2.0
ItalianExpats,"April 8, 2019",April 2019,Faidimos,Average,"We went to this restaurant because it was rated n.3 for dinner restaurants. Not sure why. The good was average, really nothing stood out. We asked for a dry wine and the only one that they could recommend was not that dry and screw top....More",3.0
Gary T,"March 16, 2019",March 2019,Faidimos,Only the entrecote,Started with salad with pears and a plate of mixed mushrooms. Both just okay. The entrecote with figs really was amazing. Really sweet and juicy. The chicken with spinach was dry. It was reasonably priced but not worth going back.,3.0
farmakerosf,"December 30, 2018",December 2018,Faidimos,Do not miss it!,"We visited this excellent restaurant along with our children. It is located close to the center and we walked up there. We ate lunch there. The place was beautiful, the waiters / owners were helpful, but what was really unique was that everything we ate was delicious.Τhe prices were very good for this kind of food and service. We paid about 60 euros for 2 main dishes, 2 salads, 2 starters, 1kg of wine, 1 beer and soft drinks. The portions were great and it was enough for all four of us to eat. We strongly recommend this place. We will be back.",5.0
Ava_Wind,"August 22, 2018",July 2018,Faidimos,Local atmosphere,"It was a local atmosphere feeling rather than tourist’s destination which we have appreciated and always looking for. The tzatziki was very tasty, and the moussaka wasn’t bad either however quite rich in fat. The food served is sort of a local, home made taste...More",3.0
TonyD638,"June 16, 2018",June 2018,Faidimos,Lovely Octopus,Really nice food but they struggled a bit with the large group. We had fun but probably better to go as 6 or less people,4.0
willemb89,"April 6, 2018",April 2018,Faidimos,Best steak I’ve had in Greece,Everything we tried at Dia Xoiros was equally amazing but what really stood out was the steak with caramelized apple. I would definitely eat here again!,5.0
14mir,"March 27, 2018",March 2018,Faidimos,Delicious and extremely friendly,We had an excellent night here. The food was great and the staff was very friendly and helpfull. Thumbs up 👍🏼,5.0
twirl86,"February 18, 2018",February 2018,Faidimos,Nice little dinner spot,"Good food and drink, popular with tourists and locals alike. We would recommend the fava and stuffed eggplant.",4.0
WavesInTheSun,"January 13, 2018",January 2018,Faidimos,A rare find in old Thessaloniki,This small restaurant is truly a gem of simplicity and handmade goodness. Tastes are thoughtfully prepared to be both delicate and strong. Owners Dimitris (head chef) and Faidra (host) are excelling in their art of putting together something we all love: good quality and princed...More,5.0
ziyou333,"January 4, 2018",January 2018,Faidimos,Good food and even better owners,I had a very nice experience in Thessaloniki while I went to try this top rated restaurant and it didnt disappointed me. The welcoming was very warn and even if it was closed I was invited inside from the first time. The food I ordered...More,5.0
mihaimoldovan,"December 23, 2017",December 2017,Faidimos,Delicious food,"The food was delicious. We had Greek salads, grilled vegetables and ribs. The staff wa very friendly and we got some dessert on the house.",5.0
olicka_k,"December 19, 2017",December 2017,Faidimos,Second time was even better!,"It was nice to visit again, the same good quality that I remember, very friendly staff and owner, very friendly prices, beautiful place. I recommend it!",5.0
Allybridges,"December 1, 2017",November 2017,Faidimos,Best restaurant in Thessaloniki,"This restaurant was by far the best in the area. Aside from having the best meal since we arrived in Greece, the customer service was amazing. Dimitri, the owner, was our server and knowing we were tourists, wanted to give us an authentic Greek experience....More",5.0
Aredmond110,"November 19, 2017",November 2017,Faidimos,Delicious!,"Wonderfully delicious food. Ordered a salad, fava beans, and risotto. The risotto was too salty & they promptly made a new one that was splendid. Great service and very good food. Great place to share food as a group as well.",5.0
Vasilis L,"October 8, 2017",October 2017,Faidimos,Nice experience,Very nice place. Highly recommended. Price-quality ratio way above average. Cozy place with friendly personnel.,4.0
Odyssey672053,"October 7, 2017",October 2017,Faidimos,Perfect!!!,"The food was awesome!! We had a sald with peach, chicken fillet and traditional dish and wine. Every thing was amazing, and feels fresh, the service was also very good!!",5.0
silaine,"October 6, 2017",October 2017,Faidimos,Perfect,"Just behind our hotel, was a chilly place. Really well decorated. The menus cards were really original. The food was definetely home made and absolutely delicious. The little dessert in the end was for free and really special and tasty! A place to be recommended",5.0
mregtej,"October 6, 2017",October 2017,Faidimos,Mixed feelings,"I was there with a group of friends and we ordered some appetizers and a main dish each one. The food size was big but the food quality were normal. Some dishes were good (e.g. Trilogy), but others like the Mousaka, was too oily. The service were a bit rude and unfriendly, something that we couldn't understand because they acted in that way only with us. Anyway, I considered the quality-price rate good.",3.0
Compass678339,"October 3, 2017",October 2017,Faidimos,Great dinner,Went with the entire family. The food was great very generous and tasty. Great meat and steaks and the risotto was very good as well. Needless to say the service was amazing and we had a very interesting chat with the owner. Not to mention...More,5.0
939justinaa,"September 22, 2017",September 2017,Faidimos,Wonderfull place,"Dia Xoiros is realy nice place. They have very nice rooftop garden. As it is mentioned in previous comments, Mushroom risoto is amasing!",5.0
chrhelbig,"September 21, 2017",September 2017,Faidimos,Excellent food and service!,"We stayed in Thessaloniki for a week due to a conference and unfortunately came across this restaurant very late and had only enough time to eat there twice. Otherwise, we would have come back again and again! We had an outstanding mushroom risotto, wonderful moussaka,...More",5.0
celiaya,"September 14, 2017",September 2017,Faidimos,"Great food, affordable price",Everything was good. We ordered one salad and one grilled pork chop with grilled vegetables to share because we were not very hungry. The portion size was good and only cost 15 euros. Good quality and taste.,5.0
M3784IUjonathans,"September 9, 2017",September 2017,Faidimos,"Excellent food, very kind owner.","Best restaurant in Thessaloniki, the food was excellent and the owner was very kind and caring. Had headache because of the hot climate and lack of water, he gave me a rehydration tablet and within 30 minutes the headache was gone! Would recommend this restaurant...More",5.0
Ariel C,"August 7, 2017",July 2017,Faidimos,"Good, but could be better","We ate here following the excellent reviews the restaurant received on many sites, and after having eaten in several other well-reviewed restaurants. The food was very good and interesting, but suffered from a comparison with other excellent restaurants we ate at. Our main criticism is...More",4.0
T S,"August 1, 2017",July 2017,Faidimos,Top of my list,My friends and I spent some time here in Thessaloniki and tried to eat at Dia Xoiros at least once a week. Easily the best restaurant in Thessaloniki!,5.0
Tonioula,"July 28, 2017",July 2017,Faidimos,Hidden Gem,"We sat on the terrace which is situated between some buildings; very romantic arrangement! The place attracts more locals than tourists and from what I noticed, they were returning customers. The portions were quite large, that's why we couldn't finish them! My favourite dish was...More",4.0
Weggerockt,"July 26, 2017",July 2017,Faidimos,Charming Backyard,"Very tasty authentic Greek cuisine, served by charming hosts. You should try to sit in the cosy backyard 👍🏻",5.0
flop3066,"July 26, 2017",July 2017,Faidimos,Great food,"Well hidden location, great food and friendly staff. The chicken and moussaka are especially recommended.",5.0
Anon H,"July 26, 2017",July 2017,Faidimos,Great food and friendly service,Really nice location with outdoor seating in the back. Very reasonable prices and great quality. The mussaka is delicious and worth a try.,5.0
Mairéad N,"July 22, 2017",July 2017,Faidimos,"Great eat, won't break the bank!","Lovely restaurant, really excellent service. Staff extremely friendly and helpful, offering great advice on what to eat. Traditional Greek dishes, excellent value. Not fine dining but undoubtedly authentic Greek. Free desert!",4.0
Betina57,"July 20, 2017",July 2017,Faidimos,Nice Oasis and lovely food,"This little gem we found through TripAdviser. You feel quickly very comfortable in this beautiful dekorated restaurant, not leaset because of the very welkoming and friendly staf. The owner himself is the chef, and I promice he can cook. He makes traditional Greek food, and...More",5.0
NLCoDi,"July 17, 2017",July 2017,Faidimos,"Great staff, large servings","Disappointed they were all out of mousaka, even though we arrived at 7.00pm we were told it would not be ready until 8.30pm! Good service, and nice large dishes. Water well priced, and free dessert was nice afterwards too!",4.0
efthimia p,"July 10, 2017",July 2017,Faidimos,Excellent suggestion!!!!!!,We always visit it while on holiday. A very friendly place and the atmosphere of the restaurant is great.The food is delicious and reasonably priced. Excellent location in the town Highly Recommend.,5.0
Alnis,"July 4, 2017",June 2017,Faidimos,Worth finding,"We had to use the mapping app on a mobile phone to find this little restaurant but when we did it was certainly worthwhile. Good food, nice wine, friendly service and all at great prices. A small family run concern that we would definitely recommend.",4.0
creata,"July 1, 2017",July 2017,Faidimos,Great food!,"Easy to find with Waze.
Very very good food and very big portions! The order took little time to be ready. The owner was the one who served us and she was nice and warm.
If you ever arrive in Salonic, you have to eat here!",5.0
314moniques,"June 30, 2017",June 2017,Faidimos,Delicious zucchini fritters,This restaurant is a lovely local haunt that must be tried if in the area. Beautiful fresh food that won't break the bank. Lovely man running the restaurant. Zucchini fritters were amazing as was the eggplant. Great fresh salad.,5.0
Jean-Pierre J,"June 28, 2017",June 2017,Faidimos,Excellent!,"Excellent authentic Greek cuisine, refined with a personal twist. Most certainly not the average taverna food. Good wines too.",5.0
stella460,"June 24, 2017",June 2017,Faidimos,Delicious,"It has been an amazing experience of tasting traditional greek cuisine in a new way. Fresh and tasty food, great service and friendly people!",5.0
baltzides,"June 19, 2017",February 2017,Faidimos,quality food,I make the choice to go at this restaurant from here and i am very happy because i eat quality plates big portion in very good price for taverna. The place is very nice decorate and is remind me traditional old street of Greece. The...More,5.0
Provoensis,"June 2, 2017",June 2017,Faidimos,Outstanding meal highlights a wonderful trip,"Friends recommended Δια Χοιρος and we're very glad we followed their recommendation. We have been on a two week long tour of Greece and this is by far the best meal and (an astonishing) value we have experienced. Good service, interesting menu choices, and exceptional...More",5.0
885alexanderz,"May 6, 2017",May 2017,Faidimos,Best food in half of Greece,After more than a week eating in restaurants all over Greece this one still remains in thoughts as the one with the best food. We were there at about 5-7 p.m. and to our surprise the only guests. So the atmosphere was romantic. The waiter...More,5.0
P3t3_A,"April 29, 2017",April 2017,Faidimos,Lots of potential...,"We went there with a group of friends and with some expectations due to the trip advisor reviews. First the host was very unfriendly when we arrived, after we told her we had a reservation she got a bit friendlier but still nothing like in...More",2.0
tonycan578,"April 26, 2017",April 2017,Faidimos,Nice food good service .,Fantastic night a week ago with family and friends food and service 5* . The waiter made us laugh with jokes and his dancing moves. The manager came and check if everything went well we had a nice talk with him. Food was amazing. Good...More,5.0
I9266KZpeters,"April 21, 2017",April 2017,Faidimos,Delicious!,"The best meal I've had in Greece so far. We ordered Greek salad, pork steak, fried chicken, and chicken souvlaki, together with the recommended red wine. All were delicious (maybe a little salty): the pork was tender and well-seasoned, the chicken dishes were delicious, and...More",5.0
Monique D,"April 21, 2017",March 2017,Faidimos,Delicious regional food and fantastic service,The service was definitly awesome. The authentic meals tasted just delicious. In the end we got a little Tiramisu on the house which just tasted like heaven. If you are in Thessaloniki: This is a must!,5.0
